Water Control Zone,River,Dates,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Water Temperature (°C)
Deep Bay,River Ganges,4/7/2014,97,8.8,7.3,5.6,20.1
Deep Bay,River Ganges,5/8/2014,89,7.7,7,37.6,22.7
Deep Bay,River Ganges,6/6/2014,98,8,7.2,144.5,25.5
Deep Bay,River Ganges,7/2/2014,82,6.3,7.7,6.7,28.7
Deep Bay,River Ganges,8/6/2014,94,7.6,7.3,32,26.4
Deep Bay,River Ganges,9/1/2014,92,7.4,7.2,7.7,26.9
Deep Bay,River Ganges,10/6/2014,100,8.4,7.3,5.6,24.2
Deep Bay,River Ganges,11/6/2014,86,7.4,7.3,5.3,23.2
Deep Bay,River Ganges,12/1/2014,86,7.7,7.5,38.7,20.8
Deep Bay,River Indus,1/8/2014,84,7.8,6.9,45.2,18.9
Deep Bay,River Indus,2/7/2014,75,6.6,7.1,22.9,22
Deep Bay,River Indus,3/6/2014,67,6.2,7,50.8,18.8
Deep Bay,River Indus,4/7/2014,83,7.3,7.2,10.8,21.4
Deep Bay,River Indus,5/8/2014,54,4.5,7,15.2,24.2
Deep Bay,River Indus,6/6/2014,91,6.9,7.1,4.9,29.9
Deep Bay,River Indus,7/2/2014,78,5.9,8,39.7,30.2
Deep Bay,River Indus,8/6/2014,62,4.7,7.4,16.1,29.9
Deep Bay,River Indus,9/1/2014,94,6.8,7.5,14.8,32.3
Deep Bay,River Indus,10/6/2014,67,5.1,7.1,7.3,28.8
Deep Bay,River Indus,11/6/2014,45,3.7,7.2,20.9,25.6
Deep Bay,River Indus,12/1/2014,36,3.1,7.3,24.7,22.1
Deep Bay,River Indus,1/8/2014,87,8,7.1,27.7,19.4
Deep Bay,River Indus,2/7/2014,80,7.2,7.2,4.1,20.4
Deep Bay,River Indus,3/6/2014,82,7.9,7.3,6.7,17.1
Deep Bay,River Indus,4/7/2014,87,7.9,7.2,6.9,19.9
Deep Bay,River Indus,5/8/2014,76,6.6,7.2,7.2,22.2
Deep Bay,River Indus,6/6/2014,77,6,7.1,24.3,27.9
Deep Bay,River Indus,7/2/2014,77,5.9,7.7,10,28.7
Deep Bay,River Indus,8/6/2014,72,5.6,7.2,32.8,28.2
Deep Bay,River Indus,9/1/2014,114,8.5,7.8,5.9,30.7
Deep Bay,River Indus,10/6/2014,89,7,7.2,8.1,27.5
Deep Bay,River Indus,11/6/2014,86,7.1,7.5,7.3,25
Deep Bay,River Indus,12/1/2014,74,6.3,7.4,9.8,22.7
Deep Bay,River Indus,1/8/2014,107,9.8,7.4,2,19.4
Deep Bay,River Indus,2/7/2014,112,9.9,7.5,2,21.4
Deep Bay,River Indus,3/6/2014,102,9.8,7.5,1.3,17.5
Deep Bay,River Indus,4/7/2014,99,8.7,7.2,1.9,21.4
Deep Bay,River Indus,5/8/2014,99,8.4,7.2,3.9,23.4
Deep Bay,River Indus,6/6/2014,88,7.1,7.2,111.9,26.3
Deep Bay,River Indus,7/2/2014,85,6.4,7.6,21,30.1
Deep Bay,River Indus,8/6/2014,93,7.2,7,56.9,28.8
Deep Bay,River Indus,9/1/2014,98,7.4,7.3,6.7,30.2
Deep Bay,River Indus,10/6/2014,100,7.9,7.5,4.3,27.6
Deep Bay,River Indus,11/6/2014,96,8,7.7,3.1,24.6
Deep Bay,River Indus,12/1/2014,88,7.8,8.1,15.1,21.2
Junk Bay,Tseng Lan Shue Stream,1/16/2014,102,10.6,7.7,2.4,13.2
Junk Bay,Tseng Lan Shue Stream,2/24/2014,103,10.1,7.5,0.9,16
Junk Bay,Tseng Lan Shue Stream,3/24/2014,103,9.8,7.6,0.9,17.5
Junk Bay,Tseng Lan Shue Stream,4/10/2014,101,9.1,7.5,1.7,20.3
Junk Bay,Tseng Lan Shue Stream,5/30/2014,101,8.1,7.6,2.1,26.6
Junk Bay,Tseng Lan Shue Stream,6/12/2014,100,8.2,7.6,2.1,25.3
Junk Bay,Tseng Lan Shue Stream,7/24/2014,100,8,8.2,3.2,27
Junk Bay,Tseng Lan Shue Stream,8/21/2014,101,8.3,8,12.3,24.9
Junk Bay,Tseng Lan Shue Stream,9/25/2014,103,8.4,8.3,2.5,25.9
Junk Bay,Tseng Lan Shue Stream,10/24/2014,100,8.6,8,2.4,22.9
Junk Bay,Tseng Lan Shue Stream,11/26/2014,100,8.9,7.9,4.6,21.5
Junk Bay,Tseng Lan Shue Stream,12/18/2014,100,10.8,7.7,1.5,11.9
Junk Bay,Tseng Lan Shue Stream,1/16/2014,51,5.1,7.1,7,15.6
Junk Bay,Tseng Lan Shue Stream,2/24/2014,70,6.6,7.2,6.7,18.4
Junk Bay,Tseng Lan Shue Stream,3/24/2014,59,5.2,7.2,6.4,21.8
Junk Bay,Tseng Lan Shue Stream,4/10/2014,84,7.6,7.1,3.4,20.3
Junk Bay,Tseng Lan Shue Stream,5/30/2014,103,8.1,7.2,7.5,27.6
Junk Bay,Tseng Lan Shue Stream,6/12/2014,92,7.4,7.2,8.1,26.1
Junk Bay,Tseng Lan Shue Stream,7/24/2014,70,5.6,7.2,22.5,26.5
Junk Bay,Tseng Lan Shue Stream,8/21/2014,99,8.1,7.4,8.1,25.3
Junk Bay,Tseng Lan Shue Stream,9/25/2014,84,6.7,7.5,4.4,26.8
Junk Bay,Tseng Lan Shue Stream,10/24/2014,62,5.3,7.1,6.7,23.3
Junk Bay,Tseng Lan Shue Stream,11/26/2014,56,4.9,7.3,7.5,22.6
Junk Bay,Tseng Lan Shue Stream,12/18/2014,73,7.4,7.2,9,14.4
Junk Bay,Tseng Lan Shue Stream,1/16/2014,91,8.8,7.5,7.5,16.6
Junk Bay,Tseng Lan Shue Stream,2/24/2014,94,8.9,7.4,7.8,17.9
Junk Bay,Tseng Lan Shue Stream,3/24/2014,87,7.8,7.6,9.4,20.5
Junk Bay,Tseng Lan Shue Stream,4/10/2014,95,8.5,7.4,4.2,20.9
Junk Bay,Tseng Lan Shue Stream,5/30/2014,95,7.5,7.4,4,27
Junk Bay,Tseng Lan Shue Stream,6/12/2014,94,7.7,7.4,2.4,25.7
Junk Bay,Tseng Lan Shue Stream,7/24/2014,94,7.4,7.7,5.1,27.3
Junk Bay,Tseng Lan Shue Stream,8/21/2014,98,8,7.6,7.6,25.6
Junk Bay,Tseng Lan Shue Stream,9/25/2014,95,7.4,7.8,6.4,28
Junk Bay,Tseng Lan Shue Stream,10/24/2014,91,7.5,7.7,4.2,25
Junk Bay,Tseng Lan Shue Stream,11/26/2014,92,7.7,7.8,14.4,23.9
Junk Bay,Tseng Lan Shue Stream,12/18/2014,95,9.2,7.4,4.3,16.6
Victoria Harbour,Kai Tak River,1/17/2014,96,8.1,7.2,10,20.6
Victoria Harbour,Kai Tak River,2/10/2014,85,7.1,7.1,3.4,19.9
Victoria Harbour,Kai Tak River,3/13/2014,97,8.1,7.2,3.3,21.5
Victoria Harbour,Kai Tak River,4/11/2014,79,6.3,7.2,5.9,24.6
Victoria Harbour,Kai Tak River,5/19/2014,80,6.1,7.1,9,27.3
Victoria Harbour,Kai Tak River,6/23/2014,90,6.9,7.1,30.4,27.4
Victoria Harbour,Kai Tak River,7/21/2014,100,7.2,7.1,41.8,29.4
Victoria Harbour,Kai Tak River,8/27/2014,81,5.9,6.9,4.8,29.3
Victoria Harbour,Kai Tak River,9/17/2014,92,6.7,7.2,7.3,29.7
Victoria Harbour,Kai Tak River,10/29/2014,78,5.7,7.3,6.4,28.1
Victoria Harbour,Kai Tak River,11/10/2014,82,6.2,7.3,15.7,26.4
Victoria Harbour,Kai Tak River,12/10/2014,88,7.1,7.3,5.3,23.2
Victoria Harbour,Kai Tak River,1/17/2014,103,8.7,7.2,7.9,20.9
Victoria Harbour,Kai Tak River,2/10/2014,93,7.9,7.1,5.4,20.6
Victoria Harbour,Kai Tak River,3/13/2014,100,8.3,7.3,3.5,21.8
Victoria Harbour,Kai Tak River,4/11/2014,99,7.8,7.3,6.8,24.9
Victoria Harbour,Kai Tak River,5/19/2014,92,6.9,7.3,9.6,28.4
Victoria Harbour,Kai Tak River,6/23/2014,94,7.4,7.6,89.7,27.3
Victoria Harbour,Kai Tak River,7/21/2014,98,7.1,7.4,19.2,30.4
Victoria Harbour,Kai Tak River,8/27/2014,93,6.7,7.2,3.7,29.9
Victoria Harbour,Kai Tak River,9/17/2014,97,7,7.3,8.5,29.8
Victoria Harbour,Kai Tak River,10/29/2014,100,7.3,7.5,7.7,28.6
Victoria Harbour,Kai Tak River,11/10/2014,96,7.2,7.4,12.2,26.9
Victoria Harbour,Kai Tak River,12/10/2014,92,7.3,7.4,14.8,23.5
Victoria Harbour,Kai Tak River,1/17/2014,103,8.7,7.1,7.9,20.9
Victoria Harbour,Kai Tak River,2/10/2014,95,8.1,7.2,7.5,20.9
Victoria Harbour,Kai Tak River,3/13/2014,99,8.2,7.3,3.7,21.9
Victoria Harbour,Kai Tak River,4/11/2014,101,8,7.4,5,25
Victoria Harbour,Kai Tak River,5/19/2014,90,6.8,7.2,11.1,28.3
Victoria Harbour,Kai Tak River,6/23/2014,90,7,7.5,133.6,27.7
Victoria Harbour,Kai Tak River,7/21/2014,103,7.4,7.3,18,30.6
Victoria Harbour,Kai Tak River,8/27/2014,92,6.7,7.3,3.7,30.1
Victoria Harbour,Kai Tak River,9/17/2014,98,7.2,7.3,9.4,30
Victoria Harbour,Kai Tak River,10/29/2014,97,7.1,7.5,7,28.7
Victoria Harbour,Kai Tak River,11/10/2014,95,7.1,7.4,9.3,26.9
Victoria Harbour,Kai Tak River,12/10/2014,89,7.1,7.5,36.1,23.8
Victoria Harbour,Kai Tak River,1/17/2014,103,8.7,7.1,3.1,20.9
Victoria Harbour,Kai Tak River,2/10/2014,98,8.3,7.2,2.8,20.7
Victoria Harbour,Kai Tak River,3/13/2014,100,8.3,7.2,2.1,22.1
Victoria Harbour,Kai Tak River,4/11/2014,102,8,7.4,2.6,25
Victoria Harbour,Kai Tak River,5/19/2014,98,7.4,7.3,5.8,28.4
Victoria Harbour,Kai Tak River,6/23/2014,99,7.9,7.8,35,26.5
Victoria Harbour,Kai Tak River,7/21/2014,100,7.2,7.3,4.3,30.4
Victoria Harbour,Kai Tak River,8/27/2014,96,6.9,7.4,5.7,30.2
Victoria Harbour,Kai Tak River,9/17/2014,95,7.2,7.4,23.5,28.8
Victoria Harbour,Kai Tak River,10/29/2014,100,7.3,7.5,5,28.7
Victoria Harbour,Kai Tak River,11/10/2014,96,7.2,7.4,12.8,27.1
Victoria Harbour,Kai Tak River,12/10/2014,97,7.8,7.3,7.4,23.8
Victoria Harbour,Kai Tak River,1/17/2014,103,8.7,7.2,2.7,21.2
Victoria Harbour,Kai Tak River,2/10/2014,100,8.5,7.1,2.6,20.7
Victoria Harbour,Kai Tak River,3/13/2014,101,8.4,7.1,1.7,22
Victoria Harbour,Kai Tak River,4/11/2014,102,8,7.3,3.4,25.1
Victoria Harbour,Kai Tak River,5/19/2014,99,7.4,7.2,4.3,28.5
Victoria Harbour,Kai Tak River,6/23/2014,99,7.8,7.4,47.7,26.6
Victoria Harbour,Kai Tak River,7/21/2014,99,7.1,7.3,2,30.5
Victoria Harbour,Kai Tak River,8/27/2014,98,7,7.3,4,30.5
Victoria Harbour,Kai Tak River,9/17/2014,98,7.3,7.2,16.6,29.6
Victoria Harbour,Kai Tak River,10/29/2014,100,7.3,7.5,6.2,28.7
Victoria Harbour,Kai Tak River,11/10/2014,97,7.2,7.7,18.4,27.2
Victoria Harbour,Kai Tak River,12/10/2014,99,7.9,7.2,4.7,23.7
Victoria Harbour,Kai Tak River,1/17/2014,101,8.5,7,2.4,21.2
Victoria Harbour,Kai Tak River,2/10/2014,100,8.4,7.1,1.2,21.4
Victoria Harbour,Kai Tak River,3/13/2014,99,8.2,7.1,1.8,22
Victoria Harbour,Kai Tak River,4/11/2014,100,7.9,7.2,1,25.2
Victoria Harbour,Kai Tak River,5/19/2014,97,7.3,7.1,2.2,28.4
Victoria Harbour,Kai Tak River,6/23/2014,99,7.5,7,23.7,27.9
Victoria Harbour,Kai Tak River,7/21/2014,100,7.2,7.3,16.9,30.5
Victoria Harbour,Kai Tak River,8/27/2014,99,7.1,7.3,1.6,30.7
Victoria Harbour,Kai Tak River,9/17/2014,99,7.3,7.2,9,30.3
Victoria Harbour,Kai Tak River,10/29/2014,101,7.3,7.4,7.5,28.9
Victoria Harbour,Kai Tak River,11/10/2014,99,7.3,7.4,0.9,27.2
Victoria Harbour,Kai Tak River,12/10/2014,100,7.9,7.2,4.2,24
Deep Bay,Kam Tin River,1/6/2014,54,5.3,7,6.1,17
Deep Bay,Kam Tin River,2/6/2014,50,4.6,7,11.9,20.1
Deep Bay,Kam Tin River,3/5/2014,41,3.8,7,9,18.3
Deep Bay,Kam Tin River,4/4/2014,90,8,7.6,28,21.4
Deep Bay,Kam Tin River,5/7/2014,55,4.8,7.1,11.5,22.3
Deep Bay,Kam Tin River,6/5/2014,75,5.8,7,5.4,29.4
Deep Bay,Kam Tin River,7/4/2014,96,7.3,7.7,4.8,29.8
Deep Bay,Kam Tin River,8/4/2014,75,5.7,7.5,108.8,29.5
Deep Bay,Kam Tin River,9/5/2014,66,5.1,7.4,5.7,29
Deep Bay,Kam Tin River,10/8/2014,66,5.2,7.4,23.5,26.5
Deep Bay,Kam Tin River,11/5/2014,64,5.3,7.4,4.5,24.7
Deep Bay,Kam Tin River,12/3/2014,56,5,7.4,5,20.5
Deep Bay,Kam Tin River,1/6/2014,53,5.1,7.3,22.9,17.2
Deep Bay,Kam Tin River,2/6/2014,39,3.5,7.2,77.1,20.7
Deep Bay,Kam Tin River,3/5/2014,28,2.6,8.5,53.1,18.1
Deep Bay,Kam Tin River,4/4/2014,92,8,7.9,33.7,21.7
Deep Bay,Kam Tin River,5/7/2014,60,5.2,7.4,16.5,22
Deep Bay,Kam Tin River,6/5/2014,70,5.3,7.5,10.6,30
Deep Bay,Kam Tin River,7/4/2014,76,5.8,7.8,11.9,30.1
Deep Bay,Kam Tin River,8/4/2014,56,4.3,7.5,21.2,29.6
Deep Bay,Kam Tin River,9/5/2014,51,3.9,7.8,15.9,29.6
Deep Bay,Kam Tin River,10/8/2014,67,5.3,7.4,25.5,26.6
Deep Bay,Kam Tin River,11/5/2014,37,3,9.1,167,24.8
Deep Bay,Kam Tin River,12/3/2014,40,3.6,7.8,75.1,20.4
Victoria Harbour,Kau Wa Keng Stream,1/11/2014,109,10.2,8.1,4.8,16.8
Victoria Harbour,Kau Wa Keng Stream,2/14/2014,113,11.4,7.8,2.6,13
Victoria Harbour,Kau Wa Keng Stream,3/12/2014,104,9.6,7.5,5.6,18.2
Victoria Harbour,Kau Wa Keng Stream,4/9/2014,109,9.4,7.3,26.8,22.1
Victoria Harbour,Kau Wa Keng Stream,5/12/2014,100,8.5,7.4,5.3,23.2
Victoria Harbour,Kau Wa Keng Stream,6/11/2014,108,8.6,7.4,4.3,25.9
Victoria Harbour,Kau Wa Keng Stream,7/10/2014,100,7.9,7.8,21.2,27.5
Victoria Harbour,Kau Wa Keng Stream,8/11/2014,95,7.3,6.9,26.3,28.1
Victoria Harbour,Kau Wa Keng Stream,9/12/2014,100,7.8,7.5,29.1,27.2
Victoria Harbour,Kau Wa Keng Stream,10/9/2014,113,8.9,8.2,0.9,26
Victoria Harbour,Kau Wa Keng Stream,11/12/2014,117,9.6,8.1,3.4,23.6
Victoria Harbour,Kau Wa Keng Stream,12/8/2014,110,9.7,8.1,2,19
Tolo Harbour And Channel,Kwun Yam Shan Stream,1/17/2014,96,10,8.2,1.7,13.6
Tolo Harbour And Channel,Kwun Yam Shan Stream,2/10/2014,95,10.4,8.3,0.9,11.6
Tolo Harbour And Channel,Kwun Yam Shan Stream,3/13/2014,95,9.2,8,1.3,17.2
Tolo Harbour And Channel,Kwun Yam Shan Stream,4/11/2014,98,8.8,7.6,2.4,20.7
Tolo Harbour And Channel,Kwun Yam Shan Stream,5/19/2014,97,8.2,8.1,3.3,23.8
Tolo Harbour And Channel,Kwun Yam Shan Stream,6/23/2014,96,8.2,7.8,18.3,23.7
Tolo Harbour And Channel,Kwun Yam Shan Stream,7/21/2014,99,8,8.8,2.4,25.9
Tolo Harbour And Channel,Kwun Yam Shan Stream,8/27/2014,97,8.1,8.9,3.1,24.4
Tolo Harbour And Channel,Kwun Yam Shan Stream,9/17/2014,95,7.8,8.1,3.1,24.9
Tolo Harbour And Channel,Kwun Yam Shan Stream,10/29/2014,97,8.4,8.2,1.7,22.1
Tolo Harbour And Channel,Kwun Yam Shan Stream,11/10/2014,95,8.5,8.5,2.2,20.6
Tolo Harbour And Channel,Kwun Yam Shan Stream,12/10/2014,95,9.2,8,2.1,16.9
Southern,Mui Wo River,1/20/2014,104,10.3,7.3,3.2,15.7
Southern,Mui Wo River,2/12/2014,98,10.5,7.6,1.7,11.9
Southern,Mui Wo River,3/14/2014,104,9.8,7.7,2.3,18.1
Southern,Mui Wo River,4/17/2014,113,9.3,7.7,2.3,23.6
Southern,Mui Wo River,5/23/2014,96,8,7.3,2.5,24.9
Southern,Mui Wo River,6/13/2014,97,7.2,7.6,2.1,27.9
Southern,Mui Wo River,7/25/2014,104,7.9,7.4,1.7,29.4
Southern,Mui Wo River,8/25/2014,109,8.5,7.6,1.8,28.2
Southern,Mui Wo River,9/24/2014,106,8,7.6,6.4,28.3
Southern,Mui Wo River,10/27/2014,101,8.1,7.5,4,26
Southern,Mui Wo River,11/24/2014,105,8.8,8,3.2,23.6
Southern,Mui Wo River,12/17/2014,100,10.5,7.7,2,13.2
Southern,Mui Wo River,1/20/2014,106,10.2,7.3,2.3,16.7
Southern,Mui Wo River,2/12/2014,98,10.8,7,1.8,10.9
Southern,Mui Wo River,3/14/2014,99,9.3,7.5,2.9,18.4
Southern,Mui Wo River,4/17/2014,100,8,7.5,4,23.4
Southern,Mui Wo River,5/23/2014,98,8.1,7,5.7,25.4
Southern,Mui Wo River,6/13/2014,92,6.8,7.5,3.1,27
Southern,Mui Wo River,7/25/2014,109,8.3,7.9,4.6,29.5
Southern,Mui Wo River,8/25/2014,111,8.7,7.9,3.2,27.6
Southern,Mui Wo River,9/24/2014,110,8.3,7.6,3.1,28.2
Southern,Mui Wo River,10/27/2014,114,9,7.8,5.5,27.5
Southern,Mui Wo River,11/24/2014,114,9.3,7.8,6.5,24.7
Southern,Mui Wo River,12/17/2014,105,10.6,7.5,3.2,14.7
Southern,Mui Wo River,1/20/2014,102,9.9,7.2,2.1,16.9
Southern,Mui Wo River,2/12/2014,92,9.6,7,1,13.8
Southern,Mui Wo River,3/14/2014,97,9.1,7,1.4,18.7
Southern,Mui Wo River,4/17/2014,109,9.3,6.8,1.8,23.3
Southern,Mui Wo River,5/23/2014,98,8.1,7.2,1.9,24.7
Southern,Mui Wo River,6/13/2014,103,8.2,7,2.1,26.9
Southern,Mui Wo River,7/25/2014,100,7.8,7.7,2.8,28.4
Southern,Mui Wo River,8/25/2014,106,8.4,7.8,2,27.8
Southern,Mui Wo River,9/24/2014,111,8.7,7,1.9,27.8
Southern,Mui Wo River,10/27/2014,106,8.6,7.1,3.1,26.4
Southern,Mui Wo River,11/24/2014,108,9.1,7.2,2,23.6
Southern,Mui Wo River,12/17/2014,101,9.7,7.2,1.6,17
Southern,Mui Wo River,1/20/2014,110,9.1,7.5,4.6,18.5
Southern,Mui Wo River,2/12/2014,91,9.3,7,1.8,10.5
Southern,Mui Wo River,3/14/2014,90,7.5,7.2,10.8,19.3
Southern,Mui Wo River,4/17/2014,94,7.2,7.1,3.6,24.6
Southern,Mui Wo River,5/23/2014,88,7.2,7.1,7.3,26
Southern,Mui Wo River,6/13/2014,93,6.4,7.3,2.4,28.6
Southern,Mui Wo River,7/25/2014,74,5.2,6.5,2,29.6
Southern,Mui Wo River,8/25/2014,113,8.3,6.7,3.2,29.5
Southern,Mui Wo River,9/24/2014,108,7.6,7.4,9.5,29.7
Southern,Mui Wo River,10/27/2014,96,6.6,7.3,12.5,29.4
Southern,Mui Wo River,11/24/2014,108,7.7,7.5,9.5,26.5
Southern,Mui Wo River,12/17/2014,97,10,7.1,4.9,12.4
Southern,Mui Wo River,1/20/2014,103,9.5,7.7,3.4,17.3
Southern,Mui Wo River,2/12/2014,88,9.2,7.1,2,12.1
Southern,Mui Wo River,3/14/2014,86,8.2,7.3,2.1,17.8
Southern,Mui Wo River,4/17/2014,101,8.2,7.7,5.4,24.8
Southern,Mui Wo River,5/23/2014,94,7.8,7,8,25.1
Southern,Mui Wo River,6/13/2014,96,7.4,7.5,4,27
Southern,Mui Wo River,7/25/2014,105,7.7,7,6,30
Southern,Mui Wo River,8/25/2014,107,8.1,7.2,7.5,29.1
Southern,Mui Wo River,9/24/2014,100,7.9,7.5,3,27.1
Southern,Mui Wo River,10/27/2014,93,7.1,7.4,6,26.9
Southern,Mui Wo River,11/24/2014,90,6.9,7.7,4.8,24.4
Southern,Mui Wo River,12/17/2014,94,10.2,7.2,4.1,11.2
Port Shelter,Ho Chung River,1/16/2014,94,8.6,7.5,3,15.7
Port Shelter,Ho Chung River,2/24/2014,91,8.5,7.3,6.2,17.6
Port Shelter,Ho Chung River,3/24/2014,98,8.1,7.5,2.1,19.9
Port Shelter,Ho Chung River,4/10/2014,98,8.7,7.1,4.2,20.4
Port Shelter,Ho Chung River,5/30/2014,100,7.7,7,2.7,27.5
Port Shelter,Ho Chung River,6/12/2014,98,7.9,7.1,2.3,26.3
Port Shelter,Ho Chung River,7/24/2014,69,4.8,6.5,15.8,28.9
Port Shelter,Ho Chung River,8/21/2014,99,8.1,6.9,6.5,25.4
Port Shelter,Ho Chung River,9/25/2014,99,7.6,6.8,7.1,28.5
Port Shelter,Ho Chung River,10/24/2014,92,7.6,7.2,4.5,24.1
Port Shelter,Ho Chung River,11/26/2014,80,6.3,7.5,5.3,23.5
Port Shelter,Ho Chung River,12/18/2014,91,8.6,7.3,6.6,14.6
Port Shelter,Ho Chung River,1/16/2014,98,9.9,7.6,2,15.3
Port Shelter,Ho Chung River,2/24/2014,100,9.6,7.5,3.5,17.6
Port Shelter,Ho Chung River,3/24/2014,98,9,7.3,1.6,19.4
Port Shelter,Ho Chung River,4/10/2014,101,9.1,7.2,1.7,20.1
Port Shelter,Ho Chung River,5/30/2014,103,8.2,7.6,2.8,27.4
Port Shelter,Ho Chung River,6/12/2014,101,8.2,7.6,2.8,25.8
Port Shelter,Ho Chung River,7/24/2014,99,7.9,7.5,4.8,27.4
Port Shelter,Ho Chung River,8/21/2014,101,8.3,7.7,7.3,25.2
Port Shelter,Ho Chung River,9/25/2014,105,8.4,7.4,3.6,26.8
Port Shelter,Ho Chung River,10/24/2014,97,8.2,7.7,2.9,23.7
Port Shelter,Ho Chung River,11/26/2014,95,8.3,7.8,3.4,22
Port Shelter,Ho Chung River,12/18/2014,95,9.6,7.3,2.6,14.8
Port Shelter,Sha Kok Mei Stream,1/16/2014,89,8.8,8,1.6,16
Port Shelter,Sha Kok Mei Stream,2/24/2014,95,9.2,7.8,0.2,16.9
Port Shelter,Sha Kok Mei Stream,3/24/2014,90,8.5,8,0.2,18.2
Port Shelter,Sha Kok Mei Stream,4/10/2014,95,8.6,7.4,1.8,20.6
Port Shelter,Sha Kok Mei Stream,5/30/2014,98,7.8,7.6,3,26.6
Port Shelter,Sha Kok Mei Stream,6/12/2014,95,7.8,7.5,0.9,25.6
Port Shelter,Sha Kok Mei Stream,7/24/2014,88,7,7.9,14.8,27.7
Port Shelter,Sha Kok Mei Stream,8/21/2014,97,7.9,7.6,11.7,25.9
Port Shelter,Sha Kok Mei Stream,9/25/2014,92,7.2,8.1,5.4,28.1
Port Shelter,Sha Kok Mei Stream,10/24/2014,92,7.4,7.9,1,27
Port Shelter,Sha Kok Mei Stream,11/26/2014,99,8.2,8.2,5,24.5
Port Shelter,Sha Kok Mei Stream,12/18/2014,101,10,7.2,2,16
Port Shelter,Sha Kok Mei Stream,1/16/2014,89,8.9,7.2,6.8,15.6
Port Shelter,Sha Kok Mei Stream,2/24/2014,94,8.8,7.2,1.4,18.4
Port Shelter,Sha Kok Mei Stream,3/24/2014,98,9,7.5,1.4,19.4
Port Shelter,Sha Kok Mei Stream,4/10/2014,100,9,7.1,4.2,20.8
Port Shelter,Sha Kok Mei Stream,5/30/2014,111,8.8,7.2,2.1,27.2
Port Shelter,Sha Kok Mei Stream,6/12/2014,104,8.5,7.1,2.3,26
Port Shelter,Sha Kok Mei Stream,7/24/2014,96,7.6,7.4,2.9,27.2
Port Shelter,Sha Kok Mei Stream,8/21/2014,103,8.3,7.4,6.7,26
Port Shelter,Sha Kok Mei Stream,9/25/2014,102,8.1,7.6,1.3,27.3
Port Shelter,Sha Kok Mei Stream,10/24/2014,93,7.8,7.6,2.1,24.3
Port Shelter,Sha Kok Mei Stream,11/26/2014,86,7.5,7.4,1.4,22.4
Port Shelter,Sha Kok Mei Stream,12/18/2014,96,9.7,7,8,14.9
Port Shelter,Tai Chung Hau Stream,1/16/2014,104,9.9,8.7,13.3,16.1
Port Shelter,Tai Chung Hau Stream,2/24/2014,109,10.1,9.3,18.4,18.5
Port Shelter,Tai Chung Hau Stream,3/24/2014,114,10.2,7.7,4.5,20.1
Port Shelter,Tai Chung Hau Stream,4/10/2014,100,9,9,148,20.8
Port Shelter,Tai Chung Hau Stream,5/30/2014,106,8.2,8,12.8,27.9
Port Shelter,Tai Chung Hau Stream,6/12/2014,100,7.8,7.5,12.4,27.6
Port Shelter,Tai Chung Hau Stream,7/24/2014,102,7.9,7.9,16.3,28.2
Port Shelter,Tai Chung Hau Stream,8/21/2014,102,8.2,7.7,30.3,26.2
Port Shelter,Tai Chung Hau Stream,9/25/2014,109,8.3,7,7.1,28.8
Port Shelter,Tai Chung Hau Stream,10/24/2014,90,7.2,7.5,8.4,25.3
Port Shelter,Tai Chung Hau Stream,11/26/2014,98,8.4,7.8,6.8,23.1
Port Shelter,Tai Chung Hau Stream,12/18/2014,109,10.7,7.5,9.4,15.9
Port Shelter,Tai Chung Hau Stream,1/16/2014,100,9.9,8,2.8,16
Port Shelter,Tai Chung Hau Stream,2/24/2014,100,9.5,8,1.3,17.9
Port Shelter,Tai Chung Hau Stream,3/24/2014,103,9.5,7.4,2.4,19.3
Port Shelter,Tai Chung Hau Stream,4/10/2014,98,8.7,9.5,166.3,20.7
Port Shelter,Tai Chung Hau Stream,5/30/2014,103,8.2,7.9,4,27.1
Port Shelter,Tai Chung Hau Stream,6/12/2014,99,7.9,7.9,26,26.8
Port Shelter,Tai Chung Hau Stream,7/24/2014,98,7.7,8.5,10,27.7
Port Shelter,Tai Chung Hau Stream,8/21/2014,100,8.1,7.8,10,26.1
Port Shelter,Tai Chung Hau Stream,9/25/2014,97,7.6,7.6,2.7,28.3
Port Shelter,Tai Chung Hau Stream,10/24/2014,93,7.7,7.8,3.6,25.1
Port Shelter,Tai Chung Hau Stream,11/26/2014,90,7.7,8.2,2.6,23.2
Port Shelter,Tai Chung Hau Stream,12/18/2014,95,9.3,7.5,1.9,16.4
Deep Bay,River Beas,1/8/2014,108,9.9,7.8,3.9,19.5
Deep Bay,River Beas,2/7/2014,124,10.8,8,4.2,22.2
Deep Bay,River Beas,3/6/2014,114,10.3,7.8,5.6,20
Deep Bay,River Beas,4/7/2014,107,9.6,7.4,5.6,20.7
Deep Bay,River Beas,5/8/2014,107,9,7.6,4.2,23.9
Deep Bay,River Beas,6/6/2014,110,8.5,7.7,3.7,28.5
Deep Bay,River Beas,7/2/2014,93,7.2,7.8,2,28.8
Deep Bay,River Beas,8/6/2014,100,7.8,7.6,8.5,28.2
Deep Bay,River Beas,9/1/2014,120,8.8,8,7.7,31.6
Deep Bay,River Beas,10/6/2014,115,9.1,7.9,4.5,27.5
